song|artist|album|genre|filePath
Manifesto/Outro|Fugees|Score, The|Other|/mnt/PiNAS/music/malendragem/Fugees/Score, The/Fugees - Manifesto-Outro.mp3
Mista Mista|Fugees|Score, The|Other|/mnt/PiNAS/music/malendragem/Fugees/Score, The/Fugees - Mista Mista.mp3
No Woman, No Cry|Fugees|Score, The|Other|/mnt/PiNAS/music/malendragem/Fugees/Score, The/Fugees - No Woman, No Cry.mp3
Ready or Not|Fugees|Score, The|Other|/mnt/PiNAS/music/malendragem/Fugees/Score, The/Fugees - Ready or Not.mp3
Red Intro|Fugees|Score, The|Other|/mnt/PiNAS/music/malendragem/Fugees/Score, The/Fugees - Red Intro.mp3
The Beast|Fugees|Score, The|Other|/mnt/PiNAS/music/malendragem/Fugees/Score, The/Fugees - The Beast.mp3
The Mask|Fugees|Score, The|Other|/mnt/PiNAS/music/malendragem/Fugees/Score, The/Fugees - The Mask.mp3
The Score|Fugees|Score, The|Other|/mnt/PiNAS/music/malendragem/Fugees/Score, The/Fugees - The Score.mp3
Zealots|Fugees|Score, The|Other|/mnt/PiNAS/music/malendragem/Fugees/Score, The/Fugees - Zealots.mp3
The Fun Lovin' Criminal|Fun Lovin' Criminals|Come Find Yourself|Other|/mnt/PiNAS/music/malendragem/Fun Lovin' Criminals/Come Find Yourself/Fun Lovin' Criminals - Come Find Yourself - 01 - The Fun Lovin' Criminal.mp3
Passive / Agressive|Fun Lovin' Criminals|Come Find Yourself|Other|/mnt/PiNAS/music/malendragem/Fun Lovin' Criminals/Come Find Yourself/Fun Lovin' Criminals - Come Find Yourself - 02 - Passive _ Agressive.mp3
The Grave and the Constant|Fun Lovin' Criminals|Come Find Yourself|Other|/mnt/PiNAS/music/malendragem/Fun Lovin' Criminals/Come Find Yourself/Fun Lovin' Criminals - Come Find Yourself - 03 - The Grave And The Constant.mp3
Scooby Snacks|Fun Lovin' Criminals|Come Find Yourself|Other|/mnt/PiNAS/music/malendragem/Fun Lovin' Criminals/Come Find Yourself/Fun Lovin' Criminals - Come Find Yourself - 04 - Scooby Snacks.mp3
Smoke 'Em|Fun Lovin' Criminals|Come Find Yourself|Other|/mnt/PiNAS/music/malendragem/Fun Lovin' Criminals/Come Find Yourself/Fun Lovin' Criminals - Come Find Yourself - 05 - Smoke 'Em.mp3
Bombin' The L|Fun Lovin' Criminals|Come Find Yourself|Other|/mnt/PiNAS/music/malendragem/Fun Lovin' Criminals/Come Find Yourself/Fun Lovin' Criminals - Come Find Yourself - 06 - Bombin' The L.mp3
I Can't Get With That|Fun Lovin' Criminals|Come Find Yourself|Other|/mnt/PiNAS/music/malendragem/Fun Lovin' Criminals/Come Find Yourself/Fun Lovin' Criminals - Come Find Yourself - 07 - I Can't Get With That.mp3
King of New York|Fun Lovin' Criminals|Come Find Yourself|Other|/mnt/PiNAS/music/malendragem/Fun Lovin' Criminals/Come Find Yourself/Fun Lovin' Criminals - Come Find Yourself - 08 - King Of New York.mp3
We Have All The Time In the Wo|Fun Lovin' Criminals|Come Find Yourself|Other|/mnt/PiNAS/music/malendragem/Fun Lovin' Criminals/Come Find Yourself/Fun Lovin' Criminals - Come Find Yourself - 09 - We Have All The Time In The World.mp3
Bear Hug|Fun Lovin' Criminals|Come Find Yourself|Other|/mnt/PiNAS/music/malendragem/Fun Lovin' Criminals/Come Find Yourself/Fun Lovin' Criminals - Come Find Yourself - 10 - Bear Hug.mp3
Come Find Yourself|Fun Lovin' Criminals|Come Find Yourself|Other|/mnt/PiNAS/music/malendragem/Fun Lovin' Criminals/Come Find Yourself/Fun Lovin' Criminals - Come Find Yourself - 11 - Come Find Yourself.mp3
Crime And Punishment|Fun Lovin' Criminals|Come Find Yourself|Other|/mnt/PiNAS/music/malendragem/Fun Lovin' Criminals/Come Find Yourself/Fun Lovin' Criminals - Come Find Yourself - 12 - Crime And Punishment.mp3
Methadonia|Fun Lovin' Criminals|Come Find Yourself|Other|/mnt/PiNAS/music/malendragem/Fun Lovin' Criminals/Come Find Yourself/Fun Lovin' Criminals - Come Find Yourself - 13 - Methadonia.mp3
Jump|Funkatarium|House Collection Club Classics|Dance|/mnt/PiNAS/music/malendragem/Funkatarium/House Collection Club Classics - Luv Dup/Funkatarium - The House Collection Club Classics - Luv Dup - Jump - 01.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Funtopia/Renaissance_ The Mix Collection - CD2/Renaissance- The Mix Collection - CD2 - Funtopia - 13 - Do You Wanna Know- (Gut Drum Mix).mp3
Freed From Desire|Gala|Friday Night Fever|Pop|/mnt/PiNAS/music/malendragem/Gala/Friday Night Fever/Friday Night Fever - Freed From Desire.mp3
Battle|Ganstarr|8 Mile (Ost)|Soundtrack|/mnt/PiNAS/music/malendragem/Ganstarr/8 Mile (Ost)/8 Mile (OST) - Ganstarr - 15 - Battle.mp3
A Man Is Just A Man|Garnet Silk|Dread 3 Beat and Riddims|Other|/mnt/PiNAS/music/malendragem/Garnet Silk/Dread 3 Beat and Riddims/Dread 3 Beat And Riddims - Garnet Silk -  - A Man Is Just A Man.mp3
The Thunder Rolls|Garth Brooks|No Fences|Country|/mnt/PiNAS/music/malendragem/Garth Brooks/No Fences/Garth Brooks - No Fences - 01 - The Thunder Rolls.mp3
New Way to Fly|Garth Brooks|No Fences|Country|/mnt/PiNAS/music/malendragem/Garth Brooks/No Fences/Garth Brooks - No Fences - 02 - New Way To Fly.mp3
Two of a Kind, Workin' on a Fu|Garth Brooks|No Fences|Country|/mnt/PiNAS/music/malendragem/Garth Brooks/No Fences/Garth Brooks - No Fences - 03 - Two Of A Kind, Workin' On A Full House.mp3
Victim of the Game|Garth Brooks|No Fences|Country|/mnt/PiNAS/music/malendragem/Garth Brooks/No Fences/Garth Brooks - No Fences - 04 - Victim Of The Game.mp3
Friends in Low Places|Garth Brooks|No Fences|Country|/mnt/PiNAS/music/malendragem/Garth Brooks/No Fences/Garth Brooks - No Fences - 05 - Friends In Low Places.mp3
Wild Horses|Garth Brooks|No Fences|Country|/mnt/PiNAS/music/malendragem/Garth Brooks/No Fences/Garth Brooks - No Fences - 06 - Wild Horses.mp3
Unanswered Prayers|Garth Brooks|No Fences|Country|/mnt/PiNAS/music/malendragem/Garth Brooks/No Fences/Garth Brooks - No Fences - 07 - Unanswered Prayers.mp3
Same Old Story|Garth Brooks|No Fences|Country|/mnt/PiNAS/music/malendragem/Garth Brooks/No Fences/Garth Brooks - No Fences - 08 - Same Old Story.mp3
Mr. Blue|Garth Brooks|No Fences|Country|/mnt/PiNAS/music/malendragem/Garth Brooks/No Fences/Garth Brooks - No Fences - 09 - Mr. Blue.mp3
Wolves|Garth Brooks|No Fences|Country|/mnt/PiNAS/music/malendragem/Garth Brooks/No Fences/Garth Brooks - No Fences - 10 - Wolves.mp3
Love Won't Wait|Gary Barlow|Drop Dead Gorgeous 2|Pop|/mnt/PiNAS/music/malendragem/Gary Barlow/Drop Dead Gorgeous 2/Drop Dead Gorgeous 2 - Gary Barlow - 19 - Love Won't Wait.mp3
Out In The Fields|Gary Moore and Phil Lynott|Best Rock Album In the World..|Rock|/mnt/PiNAS/music/malendragem/Gary Moore and Phil Lynott/Best Rock Album In the World...Ever! II/The Best Rock Album in The World...Ever! II (Disc 2) - 16 - Gary Moore & Phil Lynott - Out In The Fields.mp3
Young Girl|Gary Puckett and The Union Gro|Best Singles of All Time - the|Oldies|/mnt/PiNAS/music/malendragem/Gary Puckett and The Union Group/Best Singles of All Time - the Sixties (/The Best Singles Of All Time - The Sixties (Disc 1) - 19 - Gary Puckett and The Union Group - Young Girl.mp3
Girl In Cotton Dress|Gashouse Dave|2002 Roots and New|Blues|/mnt/PiNAS/music/malendragem/Gashouse Dave/2002 Roots and New/2002 Roots & New - Girl In Cotton Dress - 12 - Girl In Cotton Dress.mp3
Passion|Gat Decor|Friday Night Fever|Pop|/mnt/PiNAS/music/malendragem/Gat Decor/Friday Night Fever/Friday Night Fever - Passion.mp3
Did You Ever Love A Woman?|Gatemouth Moore|Boom Boom|Blues|/mnt/PiNAS/music/malendragem/Gatemouth Moore/Boom Boom/Boom Boom - Did You Ever Love A Woman- 1.mp3
Boogie Woogie Papa|Gatemouth Moore|Dust My Broom|Blues|/mnt/PiNAS/music/malendragem/Gatemouth Moore/Dust My Broom/Dust My Broom - Gatemouth Moore - 04 - Boogie Woogie Papa.mp3
The New Orleans Saxophone Ense|Gemini Rising|Jockomo Jockomo|Other|/mnt/PiNAS/music/malendragem/Gemini Rising/Jockomo Jockomo/Jockomo Jockomo - The New Orleans Saxophone Ensemble.mp3
Turn It In Again|Genesis|Best Rock Album In the World..|Rock|/mnt/PiNAS/music/malendragem/Genesis/Best Rock Album In the World...Ever! II/The Best Rock Album in The World...Ever! II (Disc 1) - 12 - Genesis - Turn It In Again.mp3
Abortion|George Carlin|Back In Town|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/Back In Town/George Carlin - Back In Town - 01 - Abortion.mp3
Sanctity Of Life|George Carlin|Back In Town|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/Back In Town/George Carlin - Back In Town - 02 - Sanctity Of Life.mp3
Capital Punishment|George Carlin|Back In Town|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/Back In Town/George Carlin - Back In Town - 03 - Capital Punishment.mp3
State Prison Farms|George Carlin|Back In Town|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/Back In Town/George Carlin - Back In Town - 04 - State Prison Farms.mp3
Farting In Public|George Carlin|Back In Town|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/Back In Town/George Carlin - Back In Town - 05 - Farting In Public.mp3
Familiar Expressions|George Carlin|Back In Town|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/Back In Town/George Carlin - Back In Town - 06 - Familiar Expressions.mp3
Free-Floating Hostility|George Carlin|Back In Town|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/Back In Town/George Carlin - Back In Town - 07 - Free-Floating Hostility.mp3
How's Everybody Doin'?|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 01 - How's Everybody Doin'.mp3
Airport Security|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 02 - Airport Security.mp3
Fear of Germs|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 03 - Fear of Germs.mp3
Cigars|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 04 - Cigars.mp3
Angels|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 05 - Angels.mp3
Harley Davidson|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 06 - Harley Davidson.mp3
House of Blues|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 07 - House of Blues.mp3
Minority Language|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 08 - Minority Language.mp3
Man Stuff|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 09 - Man Stuff.mp3
Kids and Parents|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 10 - Kids and Parents.mp3
TV Tonight|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 11 - TV Tonight.mp3
Names|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 12 - Names.mp3
Advertising Lullabye|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 13 - Advertising Lullabye.mp3
American Bullshit|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 14 - American Bullshit.mp3
Businessmen|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 15 - Businessmen.mp3
Religion|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 16 - Religion.mp3
There Is No God|George Carlin|You Are All Diseased|Comedy|/mnt/PiNAS/music/malendragem/George Carlin/You Are All Diseased/George Carlin - You Are All Diseased - 17 - There Is No God.mp3
Any Road|George Harrison|2004 Grammy Nominees|Pop|/mnt/PiNAS/music/malendragem/George Harrison/2004 Grammy Nominees/2004 Grammy Nominees - George Harrison - 17 - Any Road.mp3
Faith|George Michael|Best 80's Album In the World..|Rock|/mnt/PiNAS/music/malendragem/George Michael/Best 80's Album In the World...Ever! (Di/The Best 80's Album In The World...Ever! (Disc 1) - 10 - George Michael - Faith.mp3
Look At Me|Geri Halliwell|100% Hits - the Best of 1999 (|AlternRock|/mnt/PiNAS/music/malendragem/Geri Halliwell/100% Hits - the Best of 1999 (Disc 2)/100% Hits - The Best of 1999 (Disc 2) - 12 - Geri Halliwell - Look At Me.mp3
Rhapsody in Blue|Gershwin|Absolute Classics - 500 Year..|Classical|/mnt/PiNAS/music/malendragem/Gershwin/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 8) - 05 - Gershwin - Rhapsody in Blue.mp3
(Manhattan) Rhapsody In Blue|Gershwin|Classics At the Movies (Disc 4|Classical|/mnt/PiNAS/music/malendragem/Gershwin/Classics At the Movies (Disc 4)/Classics At The Movies (Disc 4) - 04 - Gershwin - (Manhattan) Rhapsody In Blue.mp3
Chuck Berry|Get You Into My Life - Annette|Jet Star Reggae Hits 16|Reggae|/mnt/PiNAS/music/malendragem/Get You Into My Life - Annette Brown/Jet Star Reggae Hits 16/Jet Star Reggae Hits 16 - Get You Into My Life - Annette Brown - 07 - Chuck Berry.mp3
Esperando Na Janela|Gilberto Gil|Me, You, Them|Other|/mnt/PiNAS/music/malendragem/Gilberto Gil/Me, You, Them/Gilberto Gil - Me, You, Them - 03 - Esperando Na Janela.mp3
I'll Fly Away|Gillian Welch, Alison Krauss|O Brother, Where Art Thou?|Soundtrack|/mnt/PiNAS/music/malendragem/Gillian Welch, Alison Krauss/O Brother, Where Art Thou_/O Brother, Where Art Thou_ - Gillian Welch, Alison Krauss - 09 - I'll Fly Away.mp3
ZZ Top|Gimme All Your Lovin'|Top Gear 2 (Disc 2)|Rock|/mnt/PiNAS/music/malendragem/Gimme All Your Lovin'/Top Gear 2 (Disc 2)/Top Gear 2 (Disc 2) - 06 - Gimme All Your Lovin' - ZZ Top.mp3
In Those Jeans|Ginuwine|Now That's What I Call Music! |Rock|/mnt/PiNAS/music/malendragem/Ginuwine/Now That's What I Call Music! Volume 14/Now That's What I Call Music! Volume 14 - 12 - Ginuwine - In Those Jeans.mp3
I've Got To Use My Imagination|Gladys Knight and the Pips|Forrest Gump (Ost)|Soundtrack|/mnt/PiNAS/music/malendragem/Gladys Knight and the Pips/Forrest Gump (Ost)/Forrest Gump (OST) - Gladys Knight & The Pips - 13 - I've Got To Use My Imagination.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Glazunov/A Classic Christmas/A Classic Christmas - Glazunov - 11 - The Seasons- Bacchanale from Winter.mp3
Professor Longhair|Go to The Mardi Gras|Jockomo Jockomo|Other|/mnt/PiNAS/music/malendragem/Go to The Mardi Gras/Jockomo Jockomo/Jockomo Jockomo - Professor Longhair.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/God Within/Northern Exposure North (Disc 1)/Northern Exposure North (Disc 1) - God Within - 04 - Raincry (Submerged).mp3
Cavalleria Rusticana Intermezz|Godfather Iii, The|Classic Soundtracks|Soundtrack|/mnt/PiNAS/music/malendragem/Godfather Iii, The/Classic Soundtracks/Classic Soundtracks - Cavalleria Rusticana Intermezzo.mp3
Girls & Boys|Good Charlotte|Now That's What I Call Music! |Rock|/mnt/PiNAS/music/malendragem/Good Charlotte/Now That's What I Call Music! Volume 14/Now That's What I Call Music! Volume 14 - 17 - Good Charlotte - Girls & Boys.mp3
Reef|Good Feeling|Top Gear 2 (Disc 2)|Rock|/mnt/PiNAS/music/malendragem/Good Feeling/Top Gear 2 (Disc 2)/Top Gear 2 (Disc 2) - 05 - Good Feeling - Reef.mp3
Fudgie|Goofy|Reggae Gold 1997|Reggae|/mnt/PiNAS/music/malendragem/Goofy/Reggae Gold 1997/Goofy - Reggae Gold 1997 - Fudgie.mp3
Clint Eastwood|Gorillaz|Best Summer Holiday 2001 Ever |Other|/mnt/PiNAS/music/malendragem/Gorillaz/Best Summer Holiday 2001 Ever - Disk 2/01 - Clint Eastwood.mp3
Faust: Waltz|Gounod|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Gounod/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 4) - 08 - Gounod - Faust Waltz.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Grace/Essential Mix Vol. 1 CD2/Essential Mix Vol. 1 CD2 - Grace - 10 - Down To Earth.mp3
Bend Dow Low|Gregory Isaacs|All I Have Is Love: Anthology |Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/All I Have Is Love_ Anthology 1968-1995/gregory isaacs - Bend Down Low.mp3
Border|Gregory Isaacs|Best of Gregory Isaacs, The|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Best of Gregory Isaacs, The/gregory isaacs - border.mp3
Hard Drugs|Gregory Isaacs|Best of Reggae Live|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Best of Reggae Live/gregory isaacs - hard drugs.mp3
Red Roses for Gregory|Gregory Isaacs|Best of Reggae Live|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Best of Reggae Live/gregory isaacs - red rose for gregory.mp3
Stranger in Your Town|Gregory Isaacs|Best of Reggae Live|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Best of Reggae Live/gregory isaacs - Stranger In Your Town.mp3
Tear Drops|Gregory Isaacs|Best of Vol 1 and 2|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Best of Vol 1 and 2/gregory isaacs - Tear Drops.mp3
Tumbling Tears                |Gregory Isaacs|Best of Vol 1 and 2|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Best of Vol 1 and 2/gregory isaacs - Tumbling Tears.mp3
Slave Master|Gregory Isaacs|Dub Wise and Otherwise, Vol. 2|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Dub Wise and Otherwise, Vol. 2/gregory isaacs - Slave Master.mp3
House of the Rising Dub|Gregory Isaacs|Dub Your Brains Out|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Dub Your Brains Out/gregory isaacs - house of the rising sun.mp3
Love Is Overdue|Gregory Isaacs|Encore: Live At Brixton|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Encore_ Live At Brixton/gregory isaacs - love is overdue.mp3
mr cop|Gregory Isaacs|Extra Classic|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Extra Classic/gregory isaacs - mr cop.mp3
Mr. Cop|Gregory Isaacs|Gold|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Gold/gregory isaacs - mr coke seller.mp3
Number One|Gregory Isaacs|Gold|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Gold/gregory isaacs - number one.mp3
Rock Away|Gregory Isaacs|Gold|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Gold/gregory isaacs - Rock Away.mp3
Sunday Morning|Gregory Isaacs|Gold|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Gold/gregory isaacs - sunday morning.mp3
raggamuffin|Gregory Isaacs|Greatest and Latest|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Greatest and Latest/gregory isaacs - raggamuffin.mp3
Strictly The Best|Gregory Isaacs|Gregory Isaacs|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Gregory Isaacs/gregory isaacs - Strictly The Best.mp3
Willow Tree|Gregory Isaacs|Gregory Isaacs|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Gregory Isaacs/gregory isaacs - willow tree.mp3
Loving Pauper|Gregory Isaacs|History of Trojan 1972-95 V2(1|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/History of Trojan 1972-95 V2(1/gregory isaacs - loving pauper.mp3
One More Chance|Gregory Isaacs|Masterclass|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Masterclass/gregory isaacs - One More Chance.mp3
My Only Lover|Gregory Isaacs|More Gregory|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/More Gregory/gregory isaacs - my one & only lover.mp3
Top Ten|Gregory Isaacs|More Gregory [Bonus Tracks]|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/More Gregory [Bonus Tracks]/gregory isaacs - top ten.mp3
Simple Prescription           |Gregory Isaacs|Musicblitz Exclusive|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Musicblitz Exclusive/gregory isaacs - simple prescription.mp3
Cool Down the Pace|Gregory Isaacs|Night Nurse|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Night Nurse/gregory isaacs - cool down the pace.mp3
Hot stepper                   |Gregory Isaacs|Night Nurse|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Night Nurse/gregory isaacs - hot stepper.mp3
Material Man|Gregory Isaacs|Night Nurse|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Night Nurse/gregory isaacs - material man.mp3
Night Nurse                   |Gregory Isaacs|Night Nurse|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Night Nurse/gregory isaacs - night nurse.mp3
Not the Way|Gregory Isaacs|Night Nurse|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Night Nurse/gregory isaacs - not the way.mp3
Objection Overruled|Gregory Isaacs|Night Nurse|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Night Nurse/gregory isaacs - objection overruled.mp3
Sad to Know (You're Leaving)|Gregory Isaacs|Night Nurse|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Night Nurse/gregory isaacs - sad to know.mp3
Stranger in Town|Gregory Isaacs|Night Nurse|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Night Nurse/gregory isaacs - stranger in town.mp3
Private Secretary|Gregory Isaacs|One Man Against the World- the|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/One Man Against the World- the Best of G/gregory isaacs - Private Secretary.mp3
feeling irie|Gregory Isaacs|Private Beach Party|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Private Beach Party/gregory isaacs - feeling irie.mp3
My Number One|Gregory Isaacs|Reggae Box, The|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Reggae Box, The/gregory isaacs - my number one.mp3
Puff The Magic Dragon|Gregory Isaacs|Reggae For Kids|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Reggae For Kids/gregory isaacs - puff the magic dragon.mp3
Ooh, What a Feeling|Gregory Isaacs|Reggae Greats|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Reggae Greats/gregory isaacs - Ooh! What a feeling.mp3
Rumours|Gregory Isaacs|Reggae Legends|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Reggae Legends/gregory isaacs - rumours dey spreadin.mp3
Mommy Doesn't Understand|Gregory Isaacs|Reggae Max|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Reggae Max/gregory isaacs - she doesn't know.mp3
Prive Beach Party             |Gregory Isaacs|Roots Music Vol. 2|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Roots Music Vol. 2/gregory isaacs - private beach party.mp3
All I Have Is Love|Gregory Isaacs|Roots of Reggae II (20 Ska and|Other|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Roots of Reggae II (20 Ska and Reggae Cl/gregory isaacs - all i have is love.mp3
Tune In, in the Morning|Gregory Isaacs|Roots of Reggae [Time Music]|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Roots of Reggae [Time Music]/gregory isaacs - love you in the morning.mp3
Tribal War|Gregory Isaacs|Tribal War [Waako]|Reggae|/mnt/PiNAS/music/malendragem/Gregory Isaacs/Tribal War [Waako]/gregory isaacs - Tribal War.mp3
Peer Gynt: Morning|Grieg|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Grieg/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 3) - 02 - Grieg - Peer Gynt Morning.mp3
Peer Gynt: In the Hall of the |Grieg|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/Grieg/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 5) - 02 - Grieg - Peer Gynt In the Hall of the Mountain Ki.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Grinjo/Journeys By DJ (Volume 1)/Journeys By DJ (Volume 1) - Grinjo - 09 - Burst.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Gruber arr. Rutter/A Classic Christmas/A Classic Christmas - Gruber arr. Rutter - 14 - Stille Nacht 1.mp3
Etnia|Grupo Niche|I Love Salsa|Other|/mnt/PiNAS/music/malendragem/Grupo Niche/I Love Salsa/I Love Salsa - Etnia 1.mp3
Como Camino|Guaco|More I Love Salsa|Other|/mnt/PiNAS/music/malendragem/Guaco/More I Love Salsa/More I Love Salsa - Como Camino 1.mp3
UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|UUUUUUUUUUUUUUUUUUUUUUUUUUUUUU|Bebop|/mnt/PiNAS/music/malendragem/Guiseppe Verdi/Rigoletto - Disc 1/Rigoletto - Disc 1 - Guiseppe Verdi - 02 - Act I - Dell mia bella incognita.mp3
